"","X","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean","state.reorder"
"3429",189,4,8,1,1,"Cardiovascular","Black","Female","California",1976,"Pacific","West","CA",501.58957031957,516.45844677489,531.217254800923,516.45844677489,"California"
"3430",190,4,8,1,1,"Communicable","Black","Female","California",1976,"Pacific","West","CA",28.4922090683625,31.1747777348342,34.7754310366946,31.1747777348342,"California"
"3431",191,4,8,1,1,"Injuries","Black","Female","California",1976,"Pacific","West","CA",55.310458809174,58.157762152793,60.9416971340316,58.157762152793,"California"
"3432",192,4,8,1,1,"Non-communicable","Black","Female","California",1976,"Pacific","West","CA",71.7681722799558,75.156512951961,78.9535268837994,75.156512951961,"California"
"3433",193,4,9,0,0,"All other causes","White","Male","California",1977,"Pacific","West","CA",98.8624277072676,101.053873595406,103.000334979478,101.053873595406,"California"
"3434",194,4,9,0,0,"Cancers","White","Male","California",1977,"Pacific","West","CA",252.18282842608,255.143985797942,257.947145328666,255.143985797942,"California"
"3435",195,4,9,0,0,"Cardiovascular","White","Male","California",1977,"Pacific","West","CA",654.578370629874,661.89680088773,668.791884586971,661.89680088773,"California"
"3436",196,4,9,0,0,"Communicable","White","Male","California",1977,"Pacific","West","CA",45.6878087848935,47.4594429178814,49.0419253435328,47.4594429178814,"California"
"3437",197,4,9,0,0,"Injuries","White","Male","California",1977,"Pacific","West","CA",108.60428629191,110.29164515512,111.956061506443,110.29164515512,"California"
"3438",198,4,9,0,0,"Non-communicable","White","Male","California",1977,"Pacific","West","CA",105.293592717164,107.245113047428,109.100305859595,107.245113047428,"California"
"3439",199,4,9,0,1,"All other causes","White","Female","California",1977,"Pacific","West","CA",70.1890203543926,71.3632528487588,72.683022746568,71.3632528487588,"California"
"3440",200,4,9,0,1,"Cancers","White","Female","California",1977,"Pacific","West","CA",167.860058197578,169.828164879529,171.750072313467,169.828164879529,"California"
"3441",201,4,9,0,1,"Cardiovascular","White","Female","California",1977,"Pacific","West","CA",414.792642995479,418.715856549092,422.987920400345,418.715856549092,"California"
"3442",202,4,9,0,1,"Communicable","White","Female","California",1977,"Pacific","West","CA",26.8485368164364,27.842303998248,28.8262001922124,27.842303998248,"California"
"3443",203,4,9,0,1,"Injuries","White","Female","California",1977,"Pacific","West","CA",44.2618665978725,45.3649638429514,46.3906497513628,45.3649638429514,"California"
"3444",204,4,9,0,1,"Non-communicable","White","Female","California",1977,"Pacific","West","CA",48.5987927880354,49.6523818727789,50.7165220810054,49.6523818727789,"California"
"3445",205,4,9,1,0,"All other causes","Black","Male","California",1977,"Pacific","West","CA",148.19988739506,154.326968890004,160.293219527163,154.326968890004,"California"
"3446",206,4,9,1,0,"Cancers","Black","Male","California",1977,"Pacific","West","CA",325.068090669085,335.290454789644,346.039348122033,335.290454789644,"California"
"3447",207,4,9,1,0,"Cardiovascular","Black","Male","California",1977,"Pacific","West","CA",654.191308426338,673.268453504101,692.790702171855,673.268453504101,"California"
"3448",208,4,9,1,0,"Communicable","Black","Male","California",1977,"Pacific","West","CA",55.8847893294835,61.953719215179,68.2972273999247,61.953719215179,"California"
"3449",209,4,9,1,0,"Injuries","Black","Male","California",1977,"Pacific","West","CA",164.998801621849,171.13708149144,177.923110717636,171.13708149144,"California"
"3450",210,4,9,1,0,"Non-communicable","Black","Male","California",1977,"Pacific","West","CA",118.101755472521,124.143178713245,129.896637200151,124.143178713245,"California"
"3451",211,4,9,1,1,"All other causes","Black","Female","California",1977,"Pacific","West","CA",104.94724480957,109.194536549517,113.530551497935,109.194536549517,"California"
"3452",212,4,9,1,1,"Cancers","Black","Female","California",1977,"Pacific","West","CA",183.551516494795,188.682094064535,194.153182655813,188.682094064535,"California"
"3453",213,4,9,1,1,"Cardiovascular","Black","Female","California",1977,"Pacific","West","CA",486.336518007395,501.11703163619,514.783476569265,501.11703163619,"California"
"3454",214,4,9,1,1,"Communicable","Black","Female","California",1977,"Pacific","West","CA",27.5018004664223,30.1834469354267,33.3218014513977,30.1834469354267,"California"
"3455",215,4,9,1,1,"Injuries","Black","Female","California",1977,"Pacific","West","CA",54.3554886985301,56.9389218886379,59.6351998622147,56.9389218886379,"California"
"3456",216,4,9,1,1,"Non-communicable","Black","Female","California",1977,"Pacific","West","CA",69.6583484480294,73.7027097735368,76.9538492243626,73.7027097735368,"California"
"3457",217,4,10,0,0,"All other causes","White","Male","California",1978,"Pacific","West","CA",99.2294534594298,101.266073388954,103.42689784004,101.266073388954,"California"
"3458",218,4,10,0,0,"Cancers","White","Male","California",1978,"Pacific","West","CA",256.319392606393,259.320084289967,262.478434590637,259.320084289967,"California"
"3459",219,4,10,0,0,"Cardiovascular","White","Male","California",1978,"Pacific","West","CA",643.272526482293,649.562303457252,656.119291380513,649.562303457252,"California"
"3460",220,4,10,0,0,"Communicable","White","Male","California",1978,"Pacific","West","CA",50.2170628424796,52.1311535905256,54.016392544409,52.1311535905256,"California"
"3461",221,4,10,0,0,"Injuries","White","Male","California",1978,"Pacific","West","CA",108.871879249175,110.672003502892,112.372068499911,110.672003502892,"California"
"3462",222,4,10,0,0,"Non-communicable","White","Male","California",1978,"Pacific","West","CA",106.816202389629,108.720367170337,110.645088628953,108.720367170337,"California"
"3463",223,4,10,0,1,"All other causes","White","Female","California",1978,"Pacific","West","CA",71.0256477365059,72.2444392796879,73.5138116252762,72.2444392796879,"California"
"3464",224,4,10,0,1,"Cancers","White","Female","California",1978,"Pacific","West","CA",168.902761676196,170.852818849718,172.872890907876,170.852818849718,"California"
"3465",225,4,10,0,1,"Cardiovascular","White","Female","California",1978,"Pacific","West","CA",409.183385982168,413.002382728173,417.074506140634,413.002382728173,"California"
"3466",226,4,10,0,1,"Communicable","White","Female","California",1978,"Pacific","West","CA",28.2057219772103,29.2256393402566,30.2150023287727,29.2256393402566,"California"
"3467",227,4,10,0,1,"Injuries","White","Female","California",1978,"Pacific","West","CA",43.2051699280306,44.1966730143464,45.0819448051071,44.1966730143464,"California"
"3468",228,4,10,0,1,"Non-communicable","White","Female","California",1978,"Pacific","West","CA",49.420453418322,50.4553556311353,51.5434807055529,50.4553556311353,"California"
"3469",229,4,10,1,0,"All other causes","Black","Male","California",1978,"Pacific","West","CA",148.163461806814,154.29690205676,160.075410373657,154.29690205676,"California"
"3470",230,4,10,1,0,"Cancers","Black","Male","California",1978,"Pacific","West","CA",332.313935083551,342.109521555288,353.721958262127,342.109521555288,"California"
"3471",231,4,10,1,0,"Cardiovascular","Black","Male","California",1978,"Pacific","West","CA",654.000496534163,672.302043746352,692.380245735248,672.302043746352,"California"
"3472",232,4,10,1,0,"Communicable","Black","Male","California",1978,"Pacific","West","CA",56.4030213831902,62.0373091281417,68.7513228543059,62.0373091281417,"California"
"3473",233,4,10,1,0,"Injuries","Black","Male","California",1978,"Pacific","West","CA",164.300752048902,170.590159947134,176.946459083123,170.590159947134,"California"
"3474",234,4,10,1,0,"Non-communicable","Black","Male","California",1978,"Pacific","West","CA",119.1839751822,124.911698294383,130.716829787822,124.911698294383,"California"
"3475",235,4,10,1,1,"All other causes","Black","Female","California",1978,"Pacific","West","CA",103.944096035324,107.904706690668,112.214388832869,107.904706690668,"California"
"3476",236,4,10,1,1,"Cancers","Black","Female","California",1978,"Pacific","West","CA",184.329533709901,189.657638395569,195.186635479222,189.657638395569,"California"
"3477",237,4,10,1,1,"Cardiovascular","Black","Female","California",1978,"Pacific","West","CA",477.864925327692,491.396247628535,505.605938416615,491.396247628535,"California"
"3478",238,4,10,1,1,"Communicable","Black","Female","California",1978,"Pacific","West","CA",27.4717684081851,30.1877549588208,33.2696648535171,30.1877549588208,"California"
"3479",239,4,10,1,1,"Injuries","Black","Female","California",1978,"Pacific","West","CA",52.5206613537066,55.0513476652463,57.7684137301657,55.0513476652463,"California"
"3480",240,4,10,1,1,"Non-communicable","Black","Female","California",1978,"Pacific","West","CA",69.6966129382214,73.3675278928468,76.6841002500437,73.3675278928468,"California"
"3481",241,4,11,0,0,"All other causes","White","Male","California",1979,"Pacific","West","CA",100.115092920571,102.272627975311,104.36188834171,102.272627975311,"California"
"3482",242,4,11,0,0,"Cancers","White","Male","California",1979,"Pacific","West","CA",256.130658424287,258.990891890532,262.119613475295,258.990891890532,"California"
"3483",243,4,11,0,0,"Cardiovascular","White","Male","California",1979,"Pacific","West","CA",636.176740126426,642.330429301618,649.053790821458,642.330429301618,"California"
"3484",244,4,11,0,0,"Communicable","White","Male","California",1979,"Pacific","West","CA",44.903619793971,46.7283566741056,48.465020491588,46.7283566741056,"California"
"3485",245,4,11,0,0,"Injuries","White","Male","California",1979,"Pacific","West","CA",109.055001173728,110.793665512465,112.468607274297,110.793665512465,"California"
"3486",246,4,11,0,0,"Non-communicable","White","Male","California",1979,"Pacific","West","CA",105.736199891891,107.785222765356,109.696695649523,107.785222765356,"California"
"3487",247,4,11,0,1,"All other causes","White","Female","California",1979,"Pacific","West","CA",72.6320364289546,73.9227780737307,75.2714188064472,73.9227780737307,"California"
"3488",248,4,11,0,1,"Cancers","White","Female","California",1979,"Pacific","West","CA",168.500790075374,170.556354778786,172.598032213609,170.556354778786,"California"
"3489",249,4,11,0,1,"Cardiovascular","White","Female","California",1979,"Pacific","West","CA",404.483346569624,408.2058314032,411.989215000248,408.2058314032,"California"
"3490",250,4,11,0,1,"Communicable","White","Female","California",1979,"Pacific","West","CA",26.1001584899446,27.0100262049222,27.962720587533,27.0100262049222,"California"
"3491",251,4,11,0,1,"Injuries","White","Female","California",1979,"Pacific","West","CA",41.1329884111989,42.0972518809337,43.0077167556986,42.0972518809337,"California"
"3492",252,4,11,0,1,"Non-communicable","White","Female","California",1979,"Pacific","West","CA",50.3921574007543,51.499496001471,52.5550586489189,51.499496001471,"California"
"3493",253,4,11,1,0,"All other causes","Black","Male","California",1979,"Pacific","West","CA",145.459388254184,151.071149526945,156.67037172069,151.071149526945,"California"
"3494",254,4,11,1,0,"Cancers","Black","Male","California",1979,"Pacific","West","CA",334.91057306241,344.99946095797,355.752874909338,344.99946095797,"California"
"3495",255,4,11,1,0,"Cardiovascular","Black","Male","California",1979,"Pacific","West","CA",659.193636371674,678.199295913732,697.887283263294,678.199295913732,"California"
"3496",256,4,11,1,0,"Communicable","Black","Male","California",1979,"Pacific","West","CA",53.6716810344422,59.4203054871951,65.7407875663162,59.4203054871951,"California"
"3497",257,4,11,1,0,"Injuries","Black","Male","California",1979,"Pacific","West","CA",167.850076548335,173.879410043767,180.051829775629,173.879410043767,"California"
"3498",258,4,11,1,0,"Non-communicable","Black","Male","California",1979,"Pacific","West","CA",119.711704712318,125.19201070659,131.18031127083,125.19201070659,"California"
"3499",259,4,11,1,1,"All other causes","Black","Female","California",1979,"Pacific","West","CA",104.769311736139,108.769329045138,112.956698300374,108.769329045138,"California"
"3500",260,4,11,1,1,"Cancers","Black","Female","California",1979,"Pacific","West","CA",186.296994390867,191.482633129021,197.274099934266,191.482633129021,"California"
"3501",261,4,11,1,1,"Cardiovascular","Black","Female","California",1979,"Pacific","West","CA",477.096644866691,491.201488629515,506.087288077318,491.201488629515,"California"
"3502",262,4,11,1,1,"Communicable","Black","Female","California",1979,"Pacific","West","CA",28.2754178086904,30.9688085713293,34.0656907784662,30.9688085713293,"California"
"3503",263,4,11,1,1,"Injuries","Black","Female","California",1979,"Pacific","West","CA",50.3090853158862,52.6063178350659,55.1745312459708,52.6063178350659,"California"
"3504",264,4,11,1,1,"Non-communicable","Black","Female","California",1979,"Pacific","West","CA",70.3431270652884,73.9018158629898,77.2558595690388,73.9018158629898,"California"
"3505",265,4,12,0,0,"All other causes","White","Male","California",1980,"Pacific","West","CA",101.73226675689,103.927395333568,106.107148116987,103.927395333568,"California"
"3506",266,4,12,0,0,"Cancers","White","Male","California",1980,"Pacific","West","CA",256.732630380785,260.019567100138,263.178795249775,260.019567100138,"California"
"3507",267,4,12,0,0,"Cardiovascular","White","Male","California",1980,"Pacific","West","CA",633.5783215684,639.794509131033,645.660797021958,639.794509131033,"California"
"3508",268,4,12,0,0,"Communicable","White","Male","California",1980,"Pacific","West","CA",50.764195366914,52.5909054865845,54.4986000715332,52.5909054865845,"California"
"3509",269,4,12,0,0,"Injuries","White","Male","California",1980,"Pacific","West","CA",108.008671841408,109.867083212922,111.546111609771,109.867083212922,"California"
